SampleID,J_XYL_F_0001_01,J_XYL_F_0001_02,J_XYL_F_0002_01,J_XYL_F_0002_02,J_XYL_F_0003_01,J_XYL_F_0003_02,J_XYL_F_0004_01,J_XYL_F_0004_02,J_XYL_F_0005_01,J_XYL_F_0005_02,J_XYL_F_0006_01,J_XYL_F_0006_02,J_XYL_F_0010_01,J_XYL_F_0010_02,J_XYL_F_0012_01,J_XYL_F_0012_02,J_XYL_F_0013_01,J_XYL_F_0013_02,J_XYL_F_0015_01,J_XYL_F_0015_02,J_XYL_F_0016_01,J_XYL_F_0016_02,J_XYL_F_0018_01,J_XYL_F_0018_02,J_XYL_F_0020_01,J_XYL_F_0020_02,J_XYL_F_0025_01,J_XYL_F_0025_02,J_XYL_F_0031_01,J_XYL_F_0031_02,J_XYL_F_0032_01,J_XYL_F_0032_02,J_XYL_F_0034_01,J_XYL_F_0034_02,J_XYL_F_0036_01,J_XYL_F_0036_02,J_XYL_F_0043_01,J_XYL_F_0043_2,J_XYL_F_0044_01,J_XYL_F_0044_02,J_XYL_F_0045_01,J_XYL_F_0045_2,J_XYL_F_0046_01,J_XYL_F_0046_02,J_XYL_F_0047_01,J_XYL_F_0047_02,J_XYL_F_0048_01,J_XYL_F_0049_02,J_XYL_F_0050_01,J_XYL_F_0050_02,J_XYL_F_0051_01,J_XYL_F_0051_02,J_XYL_F_0053_01,J_XYL_F_0053_02,J_XYL_F_0057_01,J_XYL_F_0057_02,J_XYL_F_0058_01,J_XYL_F_0058_02,J_XYL_F_0059_01,J_XYL_F_0059_02,J_XYL_F_0060_01,J_XYL_F_0060_02,J_XYL_F_0061_01,J_XYL_F_0061_02,J_XYL_F_0062_01,J_XYL_F_0062_02,J_XYL_F_0064_01,J_XYL_F_0064_02,J_XYL_F_0065_01,J_XYL_F_0065_02,J_XYL_F_0066_01,J_XYL_F_0066_02,K_XYL_F_0001_01,K_XYL_F_0001_02,K_XYL_F_0002_01,K_XYL_F_0002_02,K_XYL_F_0003_01,K_XYL_F_0003_02,K_XYL_F_0004_01,K_XYL_F_0004_02,K_XYL_F_0005_01,K_XYL_F_0005_02,K_XYL_F_0007_01,K_XYL_F_0007_02,K_XYL_F_0008_01,K_XYL_F_0008_02,K_XYL_F_0009_01,K_XYL_F_0009_02,K_XYL_F_0011_01,K_XYL_F_0011_02,K_XYL_F_0012_01,K_XYL_F_0012_02,K_XYL_F_0013_01,K_XYL_F_0013_02,K_XYL_F_0017_01,K_XYL_F_0017_02,K_XYL_F_0018_01,K_XYL_F_0018_02,K_XYL_F_0022_01,K_XYL_F_0022_02,K_XYL_F_0028_01,K_XYL_F_0028_02,K_XYL_F_0030_02,K_XYL_F_0030_03,K_XYL_F_0033_01,K_XYL_F_0033_02,K_XYL_F_0035_01,K_XYL_F_0035_02,K_XYL_F_0036_01,K_XYL_F_0036_02,K_XYL_F_0037_01,K_XYL_F_0037_02,K_XYL_F_0038_01,K_XYL_F_0038_02,K_XYL_F_0039_01,K_XYL_F_0039_02,K_XYL_F_0042_01,K_XYL_F_0042_02,K_XYL_F_0043_01,K_XYL_F_0043_02,K_XYL_F_0044_01,K_XYL_F_0044_02,K_XYL_F_0045_01,K_XYL_F_0045_02,K_XYL_F_0046_01,K_XYL_F_0046_02,K_XYL_F_0047_01,K_XYL_F_0047_02,K_XYL_F_0048_01,K_XYL_F_0048_02
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__ovatus,0,0,298,39,695,0,69,96,26,34,0,0,21,0,0,28,0,28,0,0,159,20,0,0,138,0,100,0,150,56,435,94,0,0,0,39,164,89,47,0,0,141,64,32,0,0,0,0,112,0,69,0,136,240,374,215,0,314,221,100,276,3,126,83,134,0,0,0,0,97,0,0,358,0,0,0,0,0,0,0,137,0,436,0,9,0,174,152,0,0,0,0,0,40,137,0,0,594,0,31,0,0,342,178,210,0,280,207,0,0,0,0,200,243,0,0,0,0,0,0,246,123,51,43,11,92,279,122,259,248
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__,0,0,0,75,293,0,61,156,77,0,0,0,39,92,0,0,0,8,0,0,0,0,146,0,118,25,174,56,0,0,19,47,27,0,0,0,171,0,0,0,0,0,218,56,0,47,0,0,0,0,0,0,0,0,0,0,0,185,0,70,0,0,0,0,17,0,0,49,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,201,5,0,0,2,0,0,0,0,0,0,0,0,0,0,44,0,59,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__indistinctus,0,0,95,71,0,0,0,0,0,0,0,0,51,161,0,0,0,0,0,0,0,0,128,0,167,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,129,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,25,0,0,0,0,4,0,0,5,0,0,6,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,92,2,0,0,0,0,0,0,191,70,64,5,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas;s__,0,0,37,11,0,0,0,110,0,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,35,64,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__fragilis,0,0,29,32,435,0,0,0,8,119,0,0,20,0,21,22,26,0,0,0,44,4,0,0,0,0,0,10,127,85,6,0,0,0,92,0,0,0,0,0,0,85,7,0,12,0,0,0,42,0,0,0,0,0,505,166,0,0,134,114,0,68,0,0,113,0,56,0,26,66,0,3,36,0,104,0,0,0,0,0,165,0,30,24,24,0,0,7,0,0,0,0,0,0,21,0,0,84,0,0,0,0,83,117,150,0,114,0,15,0,0,0,19,69,11,0,78,0,0,0,0,0,4,18,0,15,170,41,36,0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231;s__,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,18,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,28,0,0,0,15,0,16,0
k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__;s__,0,21,5,0,0,0,0,0,0,3,0,100,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,28,0,59,0,0,0,0,0,0,3,0,0,0,53,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,74,4,0,0,0,0,7,0,111,0,0,0,15,0,49,0,0,0,0,0,0,0,7,0,25,0,0,45,0,0,22,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,0,16,0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;__,0,0,0,5,2,36,3,0,0,11,0,0,0,0,0,15,0,0,0,12,5,39,0,49,7,2,0,0,0,0,0,0,0,5,0,72,34,0,0,0,0,0,3,3,0,4,0,8,0,0,0,0,14,6,0,10,0,14,0,7,0,9,6,0,5,4,2,0,0,0,0,0,0,12,0,0,4,0,0,2,0,35,0,0,0,0,0,0,0,0,4,67,0,29,7,2,4,0,0,64,0,0,16,15,7,9,8,6,18,0,29,3,0,0,0,0,0,11,0,3,0,0,14,4,5,0,0,0,9,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__longicatena,0,0,0,43,0,0,0,0,0,5,0,0,1,6,157,0,0,0,112,0,0,0,37,0,56,0,0,0,69,0,1,0,98,0,0,0,62,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,78,0,0,47,0,0,0,28,0,60,0,0,0,56,0,0,103,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,31,0,0,0,0,0,19,0,0,0,0,91,0,135,0,31,97,91,87,0,0,0,0,0,0,170,52,0,101,5,0,0,0,0,37,12,91
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__,0,65,60,35,512,0,5,0,327,170,0,0,163,0,38,0,143,24,0,68,0,54,151,313,117,83,0,61,112,38,0,109,107,0,175,0,152,92,0,20,0,0,57,0,94,0,0,210,9,0,0,0,121,32,514,309,0,0,0,147,0,2,148,0,88,259,0,31,178,211,0,0,0,0,199,0,214,0,142,0,0,0,210,0,501,112,0,90,187,88,42,0,0,0,62,0,0,0,0,28,0,0,0,0,142,106,16,76,0,0,42,48,0,141,0,29,0,0,99,17,0,0,127,0,114,0,49,0,53,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;__,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,24,0,0,0,7,0,0,0,0,0,0,0,0,2,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,8,0,0,0,0,3,0,3,4,0,0,2,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__,0,169,0,0,0,0,0,120,0,142,245,477,180,79,0,0,129,0,94,184,0,0,225,163,125,0,53,118,550,165,0,81,0,36,113,94,86,0,0,0,0,0,0,180,213,249,0,274,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,321,0,119,173,0,56,0,0,0,0,0,0,224,0,0,58,0,0,0,0,0,0,170,0,142,75,0,48,0,18,0,0,0,0,0,0,0,0,96,117,166,0,79,315,282,194,0,0,0,0,98,183,204,0,80,120,0,156,0,220,106,101,101,161
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__,369,94,179,352,356,84,589,253,180,402,656,250,405,263,0,0,215,63,77,131,0,0,189,255,350,0,39,165,220,90,68,357,195,4,521,219,62,141,982,648,60,60,337,326,0,0,0,263,32,0,0,0,290,149,0,160,299,150,105,379,22,157,256,0,1,0,62,59,5,437,0,0,0,0,66,0,0,0,228,116,82,0,156,0,372,19,221,48,352,136,0,31,39,0,0,118,0,78,0,220,0,0,220,0,0,0,300,539,223,0,0,0,0,146,2,0,0,11,127,0,99,90,245,0,258,26,376,428,210,15
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;__,0,0,0,94,221,824,187,0,187,530,236,184,73,0,178,0,152,105,77,44,45,25,242,0,264,0,688,296,65,207,75,50,393,232,365,512,662,459,116,249,0,0,260,208,107,175,0,349,0,0,0,185,384,234,725,871,232,168,67,291,30,922,0,0,30,59,0,226,188,465,0,66,0,0,71,0,58,50,217,0,0,0,193,418,118,183,286,550,439,375,628,232,3815,0,176,0,0,31,0,159,0,0,0,0,0,122,351,1855,148,0,74,0,151,190,132,0,0,83,112,171,0,66,175,71,192,125,578,714,288,653
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__metschnikovii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__dentocariosa,0,0,0,20,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,67,0,63,30,0,0,0,0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__longum,0,43,157,824,135,117,92,80,0,56,0,0,86,34,48,28,10,25,213,66,156,0,32,27,64,0,0,81,120,251,608,200,129,61,118,0,181,0,0,0,0,0,104,93,90,89,0,104,59,0,0,164,97,57,0,37,79,1092,95,248,112,62,161,228,162,52,140,198,0,47,0,712,0,123,81,62,54,113,0,106,67,120,0,0,11,0,138,58,109,121,157,126,102,0,42,37,1542,32,83,360,196,116,382,232,142,156,203,89,125,0,323,178,126,87,57,0,645,568,119,186,169,69,52,1985,23,1916,68,0,315,103
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__adolescentis,0,110,0,996,389,9164,0,0,85,273,0,456,196,117,9067,7775,257,139,167,794,471,141,228,0,0,74,0,40,102,0,10,0,0,5,69,0,0,0,0,0,82,191,128,0,0,0,0,0,103,0,0,198,2567,1322,0,124,28,5,93,417,52,0,0,0,755,721,76,0,1025,0,124,0,0,0,0,0,46,329,0,0,0,39,0,0,109,277,241,289,65,438,244,6853,67,5116,173,32,455,68,0,5506,0,0,0,8,1426,2050,0,0,99,0,5588,6210,20,0,102,0,2892,3620,0,15,0,0,2226,102,2314,33,228,0,1594,0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__animalis,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,97,0,0,0,0,0,0,6,9,0,32,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,21,0,0,0,0,23,0,0,4,0,12,0,5,0,0,0,41,0,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__aldenense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,31,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__,0,0,0,0,219,98,208,66,0,43,0,0,173,94,0,0,0,0,0,0,0,455,59,0,46,0,0,36,142,24,0,53,78,57,77,0,258,371,0,52,0,0,3,0,0,0,0,26,0,0,0,0,138,127,0,101,72,31,236,302,0,86,17,0,0,0,0,0,0,0,0,0,166,0,73,0,215,0,0,0,0,0,0,0,2,0,0,0,81,0,156,116,0,0,0,0,0,77,2777,51,0,0,0,43,0,0,73,76,60,0,0,99,0,141,0,0,0,0,125,0,0,0,0,0,10,0,58,356,0,74
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__hiranonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum,188,22,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,127,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__,176,0,95,153,0,0,0,121,0,187,0,0,104,121,0,0,79,0,0,0,0,87,123,34,116,0,204,381,0,554,150,276,370,212,133,103,143,0,105,0,125,86,0,0,219,274,0,97,0,0,53,236,60,136,0,156,201,0,46,104,114,0,118,296,0,0,0,0,137,3,0,0,81,0,0,0,0,0,275,150,144,190,201,0,0,91,132,110,0,0,127,59,184,41,155,98,0,0,215,108,0,76,134,0,64,0,363,93,4,0,0,83,0,192,139,0,44,28,161,10,234,0,159,0,88,0,0,0,0,84
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__costicola,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__C21_c20,0,23,0,0,0,31,0,0,0,0,0,0,0,0,0,30,0,24,0,0,0,23,38,0,0,0,0,24,33,0,0,0,0,0,0,0,20,0,0,0,0,13,44,7,30,0,47,0,0,0,0,0,0,0,0,0,49,0,29,0,0,25,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,0,0,0,0,0,0,21,0,0,0,12,0,78,0,29,16,0,34,46,0,0,0,8,8,0,0,48,0,0,0,0,0,16,0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;__;__,0,0,0,0,0,0,36,70,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,24,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,29,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,121,29,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,14,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__D168,0,0,0,0,0,0,1470,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,162,0,0,0,0,0,2,93,0,0,0,0,0,0,49,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,69,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,13,0,0,0,0,0,0,0,0,0,0,29,32,40,0,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia;s__,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae,53,39,0,0,0,0,0,0,0,94,0,0,0,0,32,34,0,0,172,86,471,13,38,312,0,340,0,198,53,0,0,47,183,0,0,0,45,17,0,621,0,99,161,0,0,31,33,366,165,0,137,21,68,40,0,107,0,0,257,20,22,0,0,11,608,30,283,0,153,0,0,0,0,14,188,0,0,12,51,0,0,0,0,0,0,0,0,0,140,336,0,0,0,244,170,124,0,9,174,0,0,179,40,0,49,176,0,12,952,49,21,33,24,19,0,0,5,0,0,0,0,35,0,0,0,0,0,102,13,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,129,0,199,0,0,0,0,0,0,0,0,0,90,0,107,0,0,0,21,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__viridiflava,0,102,0,0,0,90,0,60,0,84,0,0,0,0,0,95,73,0,122,106,95,31,87,0,0,0,0,177,153,39,106,0,37,198,138,158,103,0,0,0,0,78,101,50,0,0,54,45,109,0,0,0,64,49,0,0,0,0,69,0,93,0,0,0,0,0,58,0,51,0,62,0,0,0,0,0,0,26,0,83,0,92,0,0,0,12,0,74,0,30,0,91,0,97,132,73,62,73,124,119,32,63,58,126,0,54,78,33,0,0,145,111,120,49,69,0,22,0,0,0,60,0,50,0,0,0,82,0,109,0
